venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
online,NA,NA,NA,NA,"September 06 - 09, 2021, CEST",9:00 - 13:00,2021-09-06T00:00:00Z,2021-09-09T00:00:00Z,"Dafne van Kuppevelt, Jens Wehner, Hanno Spreeuw","Jaro Camphuijsen, Lieke de Boer",swc,swc-gapminder,Software Carpentry with Python,2021-09-06-swc-gapminder-python-nlesc,python,167059295851
